ProteinA,ProteinB
NONHSAT098084,P04637
NONHSAT098084,P05455
NONHSAT098084,P07910
NONHSAT098084,P09132
NONHSAT098084,P14210
NONHSAT098084,P14859
NONHSAT098084,P23246
NONHSAT098084,P35453
NONHSAT098084,P55899
NONHSAT098084,P61011
NONHSAT098084,P62140
NONHSAT098084,P78345
NONHSAT098084,P84243
NONHSAT098084,Q01844
NONHSAT098084,Q13285
NONHSAT098084,Q13952
NONHSAT098084,Q15233
NONHSAT098084,Q15287
NONHSAT098084,Q15910
NONHSAT098084,Q4G0J3
NONHSAT098084,Q8IUX4
NONHSAT098084,Q8IYB3
NONHSAT098084,Q8WXF1
NONHSAT098084,Q92994
NONHSAT098084,Q96BK5
NONHSAT098084,Q96PU8
NONHSAT098084,Q99575
NONHSAT098084,Q9H633
NONHSAT098084,Q9HCE1
NONHSAT098084,Q9HCJ0
NONHSAT098084,Q9UKL0
NONHSAT098084,Q9UPQ9
NONHSAT098084,P56178
NONHSAT098084,P08151
NONHSAT098084,Q9H9S0
NONHSAT098084,Q99988
NONHSAT098084,P25490
NONHSAT098084,P49711
NONHSAT098084,P31260
NONHSAT098084,Q00839
NONHSAT098084,P49913
NONHSAT098084,Q15465
NONHSAT098084,P48431
NONHSAT098084,O43184
NONHSAT098084,Q7RTS3
NONHSAT098084,P78509
NONHSAT098132,O15042
NONHSAT098132,O60306
NONHSAT098132,O60341
NONHSAT098132,O95707
NONHSAT098132,P01189
NONHSAT098132,P01344
NONHSAT098132,P04150
NONHSAT098132,P04637
NONHSAT098132,P05455
NONHSAT098132,P07910
NONHSAT098132,P09132
NONHSAT098132,P14210
NONHSAT098132,P14859
NONHSAT098132,P23246
NONHSAT098132,P35453
NONHSAT098132,P55899
NONHSAT098132,P61011
NONHSAT098132,P62140
NONHSAT098132,P78345
NONHSAT098132,P84243
NONHSAT098132,Q01844
NONHSAT098132,Q13285
NONHSAT098132,Q13952
NONHSAT098132,Q15233
NONHSAT098132,Q15287
NONHSAT098132,Q15910
NONHSAT098132,Q4G0J3
NONHSAT098132,Q8IUX4
NONHSAT098132,Q8IYB3
NONHSAT098132,Q8WXF1
NONHSAT098132,Q92994
NONHSAT098132,Q96BK5
NONHSAT098132,Q96PU8
NONHSAT098132,Q99575
NONHSAT098132,Q9H633
NONHSAT098132,Q9HCE1
NONHSAT098132,Q9HCJ0
NONHSAT098132,Q9UKL0
NONHSAT098132,Q9UPQ9
NONHSAT098132,P56178
NONHSAT098132,P08151
NONHSAT098132,Q9H9S0
NONHSAT098132,Q99988
NONHSAT098132,P25490
NONHSAT098132,P49711
NONHSAT098132,P31260
NONHSAT098132,Q00839
NONHSAT098132,P49913
NONHSAT098132,Q15465
NONHSAT098132,P48431
NONHSAT098132,O43184
NONHSAT098132,Q7RTS3
NONHSAT098132,P78509
NONHSAT098133,O15042
NONHSAT098133,O60306
NONHSAT098133,O60341
NONHSAT098133,O95707
NONHSAT098133,P01189
NONHSAT098133,P01344
NONHSAT098133,P04150
NONHSAT098133,P04637
NONHSAT098133,P05455
NONHSAT098133,P07910
NONHSAT098133,P09132
NONHSAT098133,P14210
NONHSAT098133,P14859
NONHSAT098133,P23246
NONHSAT098133,P35453
NONHSAT098133,P55899
NONHSAT098133,P61011
NONHSAT098133,P62140
NONHSAT098133,P78345
NONHSAT098133,P84243
NONHSAT098133,Q01844
NONHSAT098133,Q13285
NONHSAT098133,Q13952
NONHSAT098133,Q15233
NONHSAT098133,Q15287
NONHSAT098133,Q15910
NONHSAT098133,Q4G0J3
NONHSAT098133,Q8IUX4
NONHSAT098133,Q8IYB3
NONHSAT098133,Q8WXF1
NONHSAT098133,Q92994
NONHSAT098133,Q96BK5
NONHSAT098133,Q96PU8
NONHSAT098133,Q99575
NONHSAT098133,Q9H633
NONHSAT098133,Q9HCE1
NONHSAT098133,Q9HCJ0
NONHSAT098133,Q9UKL0
NONHSAT098133,Q9UPQ9
NONHSAT098133,P56178
NONHSAT098133,P08151
NONHSAT098133,Q9H9S0
NONHSAT098133,Q99988
NONHSAT098133,P25490
NONHSAT098133,P49711
NONHSAT098133,P31260
NONHSAT098133,Q00839
NONHSAT098133,P49913
NONHSAT098133,Q15465
NONHSAT098133,P48431
NONHSAT098133,O43184
NONHSAT098133,Q7RTS3
NONHSAT098133,P78509
NONHSAT098163,O15042
NONHSAT098163,O60306
NONHSAT098163,O60341
NONHSAT098163,O95707
NONHSAT098163,P01189
NONHSAT098163,P01344
NONHSAT098163,P04150
NONHSAT098163,P04637
NONHSAT098163,P05455
NONHSAT098163,P07910
NONHSAT098163,P09132
NONHSAT098163,P14210
NONHSAT098163,P14859
NONHSAT098163,P23246
NONHSAT098163,P35453
NONHSAT098163,P55899
NONHSAT098163,P61011
NONHSAT098163,P62140
NONHSAT098163,P78345
NONHSAT098163,P84243
NONHSAT098163,Q01844
NONHSAT098163,Q13285
NONHSAT098163,Q13952
NONHSAT098163,Q15233
NONHSAT098163,Q15287
NONHSAT098163,Q15910
NONHSAT098163,Q4G0J3
NONHSAT098163,Q8IUX4
NONHSAT098163,Q8IYB3
NONHSAT098163,Q8WXF1
NONHSAT098163,Q92994
NONHSAT098163,Q96BK5
NONHSAT098163,Q96PU8
NONHSAT098163,Q99575
NONHSAT098163,Q9H633
NONHSAT098163,Q9HCE1
NONHSAT098163,Q9HCJ0
NONHSAT098163,Q9UKL0
NONHSAT098163,Q9UPQ9
NONHSAT098163,P56178
NONHSAT098163,P08151
NONHSAT098163,Q9H9S0
NONHSAT098163,Q99988
NONHSAT098163,P25490
NONHSAT098163,P49711
NONHSAT098163,P31260
NONHSAT098163,Q00839
NONHSAT098163,P49913
NONHSAT098163,Q15465
NONHSAT098163,P48431
NONHSAT098163,O43184
NONHSAT098163,Q7RTS3
NONHSAT098163,P78509
NONHSAT098196,O15042
NONHSAT098196,O60306
NONHSAT098196,O60341
NONHSAT098196,O95707
NONHSAT098196,P01189
NONHSAT098196,P01344
NONHSAT098196,P04150
NONHSAT098196,P04637
NONHSAT098196,P05455
NONHSAT098196,P07910
NONHSAT098196,P09132
NONHSAT098196,P14210
NONHSAT098196,P14859
NONHSAT098196,P23246
NONHSAT098196,P35453
NONHSAT098196,P55899
NONHSAT098196,P61011
NONHSAT098196,P62140
NONHSAT098196,P78345
NONHSAT098196,P84243
NONHSAT098196,Q01844
NONHSAT098196,Q13285
NONHSAT098196,Q13952
NONHSAT098196,Q15233
NONHSAT098196,Q15287
NONHSAT098196,Q15910
NONHSAT098196,Q4G0J3
NONHSAT098196,Q8IUX4
NONHSAT098196,Q8IYB3
NONHSAT098196,Q8WXF1
NONHSAT098196,Q92994
NONHSAT098196,Q96BK5
NONHSAT098196,Q96PU8
NONHSAT098196,Q99575
NONHSAT098196,Q9H633
NONHSAT098196,Q9HCE1
NONHSAT098196,Q9HCJ0
NONHSAT098196,Q9UKL0
NONHSAT098196,Q9UPQ9
NONHSAT098196,P56178
NONHSAT098196,P08151
NONHSAT098196,Q9H9S0
NONHSAT098196,Q99988
NONHSAT098196,P25490
NONHSAT098196,P49711
NONHSAT098196,P31260
NONHSAT098196,Q00839
NONHSAT098196,P49913
NONHSAT098196,Q15465
NONHSAT098196,P48431
NONHSAT098196,O43184
NONHSAT098196,Q7RTS3
NONHSAT098196,P78509
NONHSAT098243,O15042
NONHSAT098243,O60306
NONHSAT098243,O60341
NONHSAT098243,O95707
NONHSAT098243,P01189
NONHSAT098243,P01344
NONHSAT098243,P04150
NONHSAT098243,P04637
NONHSAT098243,P05455
NONHSAT098243,P07910
NONHSAT098243,P09132
NONHSAT098243,P14210
NONHSAT098243,P14859
NONHSAT098243,P23246
NONHSAT098243,P35453
NONHSAT098243,P55899
NONHSAT098243,P61011
NONHSAT098243,P62140
NONHSAT098243,P78345
NONHSAT098243,P84243
NONHSAT098243,Q01844
NONHSAT098243,Q13285
NONHSAT098243,Q13952
NONHSAT098243,Q15233
NONHSAT098243,Q15287
NONHSAT098243,Q15910
NONHSAT098243,Q4G0J3
NONHSAT098243,Q8IUX4
NONHSAT098243,Q8IYB3
NONHSAT098243,Q8WXF1
NONHSAT098243,Q92994
NONHSAT098243,Q96BK5
NONHSAT098243,Q96PU8
NONHSAT098243,Q99575
NONHSAT098243,Q9H633
NONHSAT098243,Q9HCE1
NONHSAT098243,Q9HCJ0
NONHSAT098243,Q9UKL0
NONHSAT098243,Q9UPQ9
NONHSAT098243,P56178
NONHSAT098243,P08151
NONHSAT098243,Q9H9S0
NONHSAT098243,Q99988
NONHSAT098243,P25490
NONHSAT098243,P49711
NONHSAT098243,P31260
NONHSAT098243,Q00839
NONHSAT098243,P49913
NONHSAT098243,Q15465
NONHSAT098243,P48431
NONHSAT098243,O43184
NONHSAT098243,Q7RTS3
NONHSAT098243,P78509
NONHSAT098480,O15042
NONHSAT098480,O60306
NONHSAT098480,O60341
NONHSAT098480,O95707
NONHSAT098480,P01189
NONHSAT098480,P01344
NONHSAT098480,P04150
NONHSAT098480,P04637
NONHSAT098480,P05455
NONHSAT098480,P07910
NONHSAT098480,P09132
NONHSAT098480,P14210
NONHSAT098480,P14859
NONHSAT098480,P23246
NONHSAT098480,P35453
NONHSAT098480,P55899
NONHSAT098480,P61011
NONHSAT098480,P62140
NONHSAT098480,P78345
NONHSAT098480,P84243
NONHSAT098480,Q01844
NONHSAT098480,Q13285
NONHSAT098480,Q13952
NONHSAT098480,Q15233
NONHSAT098480,Q15287
NONHSAT098480,Q15910
NONHSAT098480,Q4G0J3
NONHSAT098480,Q8IUX4
NONHSAT098480,Q8IYB3
NONHSAT098480,Q8WXF1
NONHSAT098480,Q92994
NONHSAT098480,Q96BK5
NONHSAT098480,Q96PU8
NONHSAT098480,Q99575
NONHSAT098480,Q9H633
NONHSAT098480,Q9HCE1
NONHSAT098480,Q9HCJ0
NONHSAT098480,Q9UKL0
NONHSAT098480,Q9UPQ9
NONHSAT098480,P56178
NONHSAT098480,P08151
NONHSAT098480,Q9H9S0
NONHSAT098480,Q99988
NONHSAT098480,P25490
NONHSAT098480,P49711
NONHSAT098480,P31260
NONHSAT098480,Q00839
NONHSAT098480,P49913
NONHSAT098480,Q15465
NONHSAT098480,P48431
NONHSAT098480,O43184
NONHSAT098480,Q7RTS3
NONHSAT098480,P78509
NONHSAT098514,O15042
NONHSAT098514,O60306
NONHSAT098514,O60341
NONHSAT098514,O95707
NONHSAT098514,P01189
NONHSAT098514,P01344
NONHSAT098514,P04150
NONHSAT098514,P04637
NONHSAT098514,P05455
NONHSAT098514,P07910
NONHSAT098514,P09132
NONHSAT098514,P14210
NONHSAT098514,P14859
NONHSAT098514,P23246
NONHSAT098514,P35453
NONHSAT098514,P55899
NONHSAT098514,P61011
NONHSAT098514,P62140
NONHSAT098514,P78345
NONHSAT098514,P84243
NONHSAT098514,Q01844
NONHSAT098514,Q13285
NONHSAT098514,Q13952
NONHSAT098514,Q15233
NONHSAT098514,Q15287
NONHSAT098514,Q15910
NONHSAT098514,Q4G0J3
NONHSAT098514,Q8IUX4
NONHSAT098514,Q8IYB3
NONHSAT098514,Q8WXF1
NONHSAT098514,Q92994
NONHSAT098514,Q96BK5
NONHSAT098514,Q96PU8
NONHSAT098514,Q99575
NONHSAT098514,Q9H633
NONHSAT098514,Q9HCE1
NONHSAT098514,Q9HCJ0
NONHSAT098514,Q9UKL0
NONHSAT098514,Q9UPQ9
NONHSAT098514,P56178
NONHSAT098514,P08151
NONHSAT098514,Q9H9S0
NONHSAT098514,Q99988
NONHSAT098514,P25490
NONHSAT098514,P49711
NONHSAT098514,P31260
NONHSAT098514,Q00839
NONHSAT098514,P49913
NONHSAT098514,Q15465
NONHSAT098514,P48431
NONHSAT098514,O43184
NONHSAT098514,Q7RTS3
NONHSAT098514,P78509
NONHSAT098625,O15042
NONHSAT098625,O60306
NONHSAT098625,O60341
NONHSAT098625,O95707
NONHSAT098625,P01189
NONHSAT098625,P01344
NONHSAT098625,P04150
NONHSAT098625,P04637
NONHSAT098625,P05455
NONHSAT098625,P07910
NONHSAT098625,P09132
NONHSAT098625,P14210
NONHSAT098625,P14859
NONHSAT098625,P23246
NONHSAT098625,P35453
NONHSAT098625,P55899
NONHSAT098625,P61011
NONHSAT098625,P62140
NONHSAT098625,P78345
NONHSAT098625,P84243
NONHSAT098625,Q01844
NONHSAT098625,Q13285
NONHSAT098625,Q13952
NONHSAT098625,Q15233
NONHSAT098625,Q15287
NONHSAT098625,Q15910
NONHSAT098625,Q4G0J3
NONHSAT098625,Q8IUX4
NONHSAT098625,Q8IYB3
NONHSAT098625,Q8WXF1
NONHSAT098625,Q92994
NONHSAT098625,Q96BK5
NONHSAT098625,Q96PU8
NONHSAT098625,Q99575
NONHSAT098625,Q9H633
NONHSAT098625,Q9HCE1
NONHSAT098625,Q9HCJ0
NONHSAT098625,Q9UKL0
NONHSAT098625,Q9UPQ9
NONHSAT098625,P56178
NONHSAT098625,P08151
NONHSAT098625,Q9H9S0
NONHSAT098625,Q99988
NONHSAT098625,P25490
NONHSAT098625,P49711
NONHSAT098625,P31260
NONHSAT098625,Q00839
NONHSAT098625,P49913
NONHSAT098625,Q15465
NONHSAT098625,P48431
NONHSAT098625,O43184
NONHSAT098625,Q7RTS3
NONHSAT098625,P78509
NONHSAT098643,O15042
NONHSAT098643,O60306
NONHSAT098643,O60341
NONHSAT098643,O95707
NONHSAT098643,P01189
NONHSAT098643,P01344
NONHSAT098643,P04150
NONHSAT098643,P04637
NONHSAT098643,P05455
NONHSAT098643,P07910
NONHSAT098643,P09132
NONHSAT098643,P14210
NONHSAT098643,P14859
NONHSAT098643,P23246
NONHSAT098643,P35453
NONHSAT098643,P55899
NONHSAT098643,P61011
NONHSAT098643,P62140
NONHSAT098643,P78345
NONHSAT098643,P84243
NONHSAT098643,Q01844
NONHSAT098643,Q13285
NONHSAT098643,Q13952
NONHSAT098643,Q15233
NONHSAT098643,Q15287
NONHSAT098643,Q15910
NONHSAT098643,Q4G0J3
NONHSAT098643,Q8IUX4
NONHSAT098643,Q8IYB3
NONHSAT098643,Q8WXF1
NONHSAT098643,Q92994
NONHSAT098643,Q96BK5
NONHSAT098643,Q96PU8
NONHSAT098643,Q99575
NONHSAT098643,Q9H633
NONHSAT098643,Q9HCE1
NONHSAT098643,Q9HCJ0
NONHSAT098643,Q9UKL0
NONHSAT098643,Q9UPQ9
NONHSAT098643,P56178
NONHSAT098643,P08151
NONHSAT098643,Q9H9S0
NONHSAT098643,Q99988
NONHSAT098643,P25490
NONHSAT098643,P49711
NONHSAT098643,P31260
NONHSAT098643,Q00839
NONHSAT098643,P49913
NONHSAT098643,Q15465
NONHSAT098643,P48431
NONHSAT098643,O43184
NONHSAT098643,Q7RTS3
NONHSAT098643,P78509
NONHSAT098666,O15042
NONHSAT098666,O60306
NONHSAT098666,O60341
NONHSAT098666,O95707
NONHSAT098666,P01189
NONHSAT098666,P01344
NONHSAT098666,P04150
NONHSAT098666,P04637
NONHSAT098666,P05455
NONHSAT098666,P07910
NONHSAT098666,P09132
NONHSAT098666,P14210
NONHSAT098666,P14859
NONHSAT098666,P23246
NONHSAT098666,P35453
NONHSAT098666,P55899
NONHSAT098666,P61011
NONHSAT098666,P62140
NONHSAT098666,P78345
NONHSAT098666,P84243
NONHSAT098666,Q01844
NONHSAT098666,Q13285
NONHSAT098666,Q13952
NONHSAT098666,Q15233
NONHSAT098666,Q15287
NONHSAT098666,Q15910
NONHSAT098666,Q4G0J3
NONHSAT098666,Q8IUX4
NONHSAT098666,Q8IYB3
NONHSAT098666,Q8WXF1
NONHSAT098666,Q92994
NONHSAT098666,Q96BK5
NONHSAT098666,Q96PU8
NONHSAT098666,Q99575
NONHSAT098666,Q9H633
NONHSAT098666,Q9HCE1
NONHSAT098666,Q9HCJ0
NONHSAT098666,Q9UKL0
NONHSAT098666,Q9UPQ9
NONHSAT098666,P56178
NONHSAT098666,P08151
NONHSAT098666,Q9H9S0
NONHSAT098666,Q99988
NONHSAT098666,P25490
NONHSAT098666,P49711
NONHSAT098666,P31260
NONHSAT098666,Q00839
NONHSAT098666,P49913
NONHSAT098666,Q15465
NONHSAT098666,P48431
NONHSAT098666,O43184
NONHSAT098666,Q7RTS3
NONHSAT098666,P78509
NONHSAT099020,O15042
NONHSAT099020,O60306
NONHSAT099020,O60341
NONHSAT099020,O95707
NONHSAT099020,P01189
NONHSAT099020,P01344
NONHSAT099020,P04150
NONHSAT099020,P04637
NONHSAT099020,P05455
NONHSAT099020,P07910
NONHSAT099020,P09132
NONHSAT099020,P14210
NONHSAT099020,P14859
NONHSAT099020,P23246
NONHSAT099020,P35453
NONHSAT099020,P55899
NONHSAT099020,P61011
NONHSAT099020,P62140
NONHSAT099020,P78345
NONHSAT099020,P84243
NONHSAT099020,Q01844
NONHSAT099020,Q13285
NONHSAT099020,Q13952
NONHSAT099020,Q15233
NONHSAT099020,Q15287
NONHSAT099020,Q15910
NONHSAT099020,Q4G0J3
NONHSAT099020,Q8IUX4
NONHSAT099020,Q8IYB3
NONHSAT099020,Q8WXF1
NONHSAT099020,Q92994
NONHSAT099020,Q96BK5
NONHSAT099020,Q96PU8
NONHSAT099020,Q99575
NONHSAT099020,Q9H633
NONHSAT099020,Q9HCE1
NONHSAT099020,Q9HCJ0
NONHSAT099020,Q9UKL0
NONHSAT099020,Q9UPQ9
NONHSAT099020,P56178
NONHSAT099020,P08151
NONHSAT099020,Q9H9S0
NONHSAT099020,Q99988
NONHSAT099020,P25490
NONHSAT099020,P49711
NONHSAT099020,P31260
NONHSAT099020,Q00839
NONHSAT099020,P49913
NONHSAT099020,Q15465
NONHSAT099020,P48431
NONHSAT099020,O43184
NONHSAT099020,Q7RTS3
NONHSAT099020,P78509
NONHSAT099046,O15042
NONHSAT099046,O60306
NONHSAT099046,O60341
NONHSAT099046,O95707
NONHSAT099046,P01189
NONHSAT099046,P01344
NONHSAT099046,P04150
NONHSAT099046,P04637
NONHSAT099046,P05455
NONHSAT099046,P07910
NONHSAT099046,P09132
NONHSAT099046,P14210
NONHSAT099046,P14859
NONHSAT099046,P23246
NONHSAT099046,P35453
NONHSAT099046,P55899
NONHSAT099046,P61011
NONHSAT099046,P62140
NONHSAT099046,P78345
NONHSAT099046,P84243
NONHSAT099046,Q01844
NONHSAT099046,Q13285
NONHSAT099046,Q13952
NONHSAT099046,Q15233
NONHSAT099046,Q15287
NONHSAT099046,Q15910
NONHSAT099046,Q4G0J3
NONHSAT099046,Q8IUX4
NONHSAT099046,Q8IYB3
NONHSAT099046,Q8WXF1
NONHSAT099046,Q92994
NONHSAT099046,Q96BK5
NONHSAT099046,Q96PU8
NONHSAT099046,Q99575
NONHSAT099046,Q9H633
NONHSAT099046,Q9HCE1
NONHSAT099046,Q9HCJ0
NONHSAT099046,Q9UKL0
NONHSAT099046,Q9UPQ9
NONHSAT099046,P56178
NONHSAT099046,P08151
NONHSAT099046,Q9H9S0
NONHSAT099046,Q99988
NONHSAT099046,P25490
NONHSAT099046,P49711
NONHSAT099046,P31260
NONHSAT099046,Q00839
NONHSAT099046,P49913
NONHSAT099046,Q15465
NONHSAT099046,P48431
NONHSAT099046,O43184
NONHSAT099046,Q7RTS3
NONHSAT099046,P78509
NONHSAT099144,O15042
NONHSAT099144,O60306
NONHSAT099144,O60341
NONHSAT099144,O95707
NONHSAT099144,P01189
NONHSAT099144,P01344
NONHSAT099144,P04150
NONHSAT099144,P04637
NONHSAT099144,P05455
NONHSAT099144,P07910
NONHSAT099144,P09132
NONHSAT099144,P14210
NONHSAT099144,P14859
NONHSAT099144,P23246
NONHSAT099144,P35453
NONHSAT099144,P55899
NONHSAT099144,P61011
NONHSAT099144,P62140
NONHSAT099144,P78345
NONHSAT099144,P84243
NONHSAT099144,Q01844
NONHSAT099144,Q13285
NONHSAT099144,Q13952
NONHSAT099144,Q15233
NONHSAT099144,Q15287
NONHSAT099144,Q15910
NONHSAT099144,Q4G0J3
NONHSAT099144,Q8IUX4
NONHSAT099144,Q8IYB3
NONHSAT099144,Q8WXF1
NONHSAT099144,Q92994
NONHSAT099144,Q96BK5
NONHSAT099144,Q96PU8
NONHSAT099144,Q99575
NONHSAT099144,Q9H633
NONHSAT099144,Q9HCE1
NONHSAT099144,Q9HCJ0
NONHSAT099144,Q9UKL0
NONHSAT099144,Q9UPQ9
NONHSAT099144,P56178
NONHSAT099144,P08151
NONHSAT099144,Q9H9S0
NONHSAT099144,Q99988
NONHSAT099144,P25490
NONHSAT099144,P49711
NONHSAT099144,P31260
NONHSAT099144,Q00839
NONHSAT099144,P49913
NONHSAT099144,Q15465
NONHSAT099144,P48431
NONHSAT099144,O43184
NONHSAT099144,Q7RTS3
NONHSAT099144,P78509
NONHSAT099241,O15042
NONHSAT099241,O60306
NONHSAT099241,O60341
NONHSAT099241,O95707
NONHSAT099241,P01189
NONHSAT099241,P01344
NONHSAT099241,P04150
NONHSAT099241,P04637
NONHSAT099241,P05455
NONHSAT099241,P07910
NONHSAT099241,P09132
NONHSAT099241,P14210
NONHSAT099241,P14859
NONHSAT099241,P23246
NONHSAT099241,P35453
NONHSAT099241,P55899
NONHSAT099241,P61011
NONHSAT099241,P62140
NONHSAT099241,P78345
NONHSAT099241,P84243
NONHSAT099241,Q01844
NONHSAT099241,Q13285
NONHSAT099241,Q13952
NONHSAT099241,Q15233
NONHSAT099241,Q15287
NONHSAT099241,Q15910
NONHSAT099241,Q4G0J3
NONHSAT099241,Q8IUX4
NONHSAT099241,Q8IYB3
NONHSAT099241,Q8WXF1
NONHSAT099241,Q92994
NONHSAT099241,Q96BK5
NONHSAT099241,Q96PU8
NONHSAT099241,Q99575
NONHSAT099241,Q9H633
NONHSAT099241,Q9HCE1
NONHSAT099241,Q9HCJ0
NONHSAT099241,Q9UKL0
NONHSAT099241,Q9UPQ9
NONHSAT099241,P56178
NONHSAT099241,P08151
NONHSAT099241,Q9H9S0
NONHSAT099241,Q99988
NONHSAT099241,P25490
NONHSAT099241,P49711
NONHSAT099241,P31260
NONHSAT099241,Q00839
NONHSAT099241,P49913
NONHSAT099241,Q15465
NONHSAT099241,P48431
NONHSAT099241,O43184
NONHSAT099241,Q7RTS3
NONHSAT099241,P78509
NONHSAT099430,O15042
NONHSAT099430,O60306
NONHSAT099430,O60341
NONHSAT099430,O95707
NONHSAT099430,P01189
NONHSAT099430,P01344
NONHSAT099430,P04150
NONHSAT099430,P04637
NONHSAT099430,P05455
NONHSAT099430,P07910
NONHSAT099430,P09132
NONHSAT099430,P14210
NONHSAT099430,P14859
NONHSAT099430,P23246
NONHSAT099430,P35453
NONHSAT099430,P55899
NONHSAT099430,P61011
NONHSAT099430,P62140
NONHSAT099430,P78345
NONHSAT099430,P84243
NONHSAT099430,Q01844
NONHSAT099430,Q13285
NONHSAT099430,Q13952
NONHSAT099430,Q15233
NONHSAT099430,Q15287
NONHSAT099430,Q15910
NONHSAT099430,Q4G0J3
NONHSAT099430,Q8IUX4
NONHSAT099430,Q8IYB3
NONHSAT099430,Q8WXF1
NONHSAT099430,Q92994
NONHSAT099430,Q96BK5
NONHSAT099430,Q96PU8
NONHSAT099430,Q99575
NONHSAT099430,Q9H633
NONHSAT099430,Q9HCE1
NONHSAT099430,Q9HCJ0
NONHSAT099430,Q9UKL0
NONHSAT099430,Q9UPQ9
NONHSAT099430,P56178
NONHSAT099430,P08151
NONHSAT099430,Q9H9S0
NONHSAT099430,Q99988
NONHSAT099430,P25490
NONHSAT099430,P49711
NONHSAT099430,P31260
NONHSAT099430,Q00839
NONHSAT099430,P49913
NONHSAT099430,Q15465
NONHSAT099430,P48431
NONHSAT099430,O43184
NONHSAT099430,Q7RTS3
NONHSAT099430,P78509
NONHSAT099431,O15042
NONHSAT099431,O60306
NONHSAT099431,O60341
NONHSAT099431,O95707
NONHSAT099431,P01189
NONHSAT099431,P01344
NONHSAT099431,P04150
NONHSAT099431,P04637
NONHSAT099431,P05455
NONHSAT099431,P07910
NONHSAT099431,P09132
NONHSAT099431,P14210
NONHSAT099431,P14859
NONHSAT099431,P23246
NONHSAT099431,P35453
NONHSAT099431,P55899
NONHSAT099431,P61011
NONHSAT099431,P62140
NONHSAT099431,P78345
NONHSAT099431,P84243
NONHSAT099431,Q01844
NONHSAT099431,Q13285
NONHSAT099431,Q13952
NONHSAT099431,Q15233
NONHSAT099431,Q15287
NONHSAT099431,Q15910
NONHSAT099431,Q4G0J3
NONHSAT099431,Q8IUX4
NONHSAT099431,Q8IYB3
NONHSAT099431,Q8WXF1
NONHSAT099431,Q92994
NONHSAT099431,Q96BK5
NONHSAT099431,Q96PU8
NONHSAT099431,Q99575
NONHSAT099431,Q9H633
NONHSAT099431,Q9HCE1
NONHSAT099431,Q9HCJ0
NONHSAT099431,Q9UKL0
NONHSAT099431,Q9UPQ9
NONHSAT099431,P56178
NONHSAT099431,P08151
NONHSAT099431,Q9H9S0
NONHSAT099431,Q99988
NONHSAT099431,P25490
NONHSAT099431,P49711
NONHSAT099431,P31260
NONHSAT099431,Q00839
NONHSAT099431,P49913
NONHSAT099431,Q15465
NONHSAT099431,P48431
NONHSAT099431,O43184
NONHSAT099431,Q7RTS3
NONHSAT099431,P78509
NONHSAT099505,O15042
NONHSAT099505,O60306
NONHSAT099505,O60341
NONHSAT099505,O95707
NONHSAT099505,P01189
NONHSAT099505,P01344
NONHSAT099505,P04150
NONHSAT099505,P04637
NONHSAT099505,P05455
NONHSAT099505,P07910
NONHSAT099505,P09132
NONHSAT099505,P14210
NONHSAT099505,P14859
NONHSAT099505,P23246
NONHSAT099505,P35453
NONHSAT099505,P55899
NONHSAT099505,P61011
NONHSAT099505,P62140
NONHSAT099505,P78345
NONHSAT099505,P84243
NONHSAT099505,Q01844
NONHSAT099505,Q13285
NONHSAT099505,Q13952
NONHSAT099505,Q15233
NONHSAT099505,Q15287
NONHSAT099505,Q15910
NONHSAT099505,Q4G0J3
NONHSAT099505,Q8IUX4
NONHSAT099505,Q8IYB3
NONHSAT099505,Q8WXF1
NONHSAT099505,Q92994
NONHSAT099505,Q96BK5
NONHSAT099505,Q96PU8
NONHSAT099505,Q99575
NONHSAT099505,Q9H633
NONHSAT099505,Q9HCE1
NONHSAT099505,Q9HCJ0
NONHSAT099505,Q9UKL0
NONHSAT099505,Q9UPQ9
NONHSAT099505,P56178
NONHSAT099505,P08151
NONHSAT099505,Q9H9S0
NONHSAT099505,Q99988
NONHSAT099505,P25490
NONHSAT099505,P49711
NONHSAT099505,P31260
NONHSAT099505,Q00839
NONHSAT099505,P49913
NONHSAT099505,Q15465
NONHSAT099505,P48431
NONHSAT099505,O43184
NONHSAT099505,Q7RTS3
NONHSAT099505,P78509
NONHSAT099872,O15042
NONHSAT099872,O60306
NONHSAT099872,O60341
NONHSAT099872,O95707
NONHSAT099872,P01189
NONHSAT099872,P01344
NONHSAT099872,P04150
NONHSAT099872,P04637
NONHSAT099872,P05455
NONHSAT099872,P07910
NONHSAT099872,P09132
NONHSAT099872,P14210
NONHSAT099872,P14859
NONHSAT099872,P23246
NONHSAT099872,P35453
NONHSAT099872,P55899
NONHSAT099872,P61011
NONHSAT099872,P62140
NONHSAT099872,P78345
NONHSAT099872,P84243
NONHSAT099872,Q01844
NONHSAT099872,Q13285
NONHSAT099872,Q13952
NONHSAT099872,Q15233
NONHSAT099872,Q15287
NONHSAT099872,Q15910
NONHSAT099872,Q4G0J3
NONHSAT099872,Q8IUX4
NONHSAT099872,Q8IYB3
NONHSAT099872,Q8WXF1
NONHSAT099872,Q92994
NONHSAT099872,Q96BK5
NONHSAT099872,Q96PU8
NONHSAT099872,Q99575
NONHSAT099872,Q9H633
NONHSAT099872,Q9HCE1
NONHSAT099872,Q9HCJ0
NONHSAT099872,Q9UKL0
NONHSAT099872,Q9UPQ9
NONHSAT099872,P56178
